#	$Id: observatories.dat,v 2.0 2001/09/14 19:05:06 garyb Exp $	
# File with data on observatories
500    0:00:00     0:00:00    -6378137.  Geocenter
463 +105:15:45.00 +39:48:52.84 1587.1 Sommers-Bausch Observatory, Boulder
467 +185:13:24.24 -36:43:23.79   22.9 Auckland Observatory <http://www.stardome.org.nz/>
468 +346:40:13.44 +41:37:47.88 1451.0 Astronomical Observatory, Campo Catino <http://www.campocatinobservatory.org/>
469 +352:37:04.80 +47:09:52.01  512.0 Courroux
470 +346:40:20.78 +41:22:45.53  105.2 Ceccano <http://www.bellatrixobservatory.org/>
472 +353:40:46.92 +44:30:07.94 1756.2 Merlette
473 +346:41:00.20 +45:53:38.61   36.7 Remanzacco <http://remanzacco.blogspot.com/>
474 +189:32:06.14 -43:47:42.49  955.4 Mount John Observatory, Lake Tekapo <http://www.phys.canterbury.ac.nz/>
475 +352:18:12.60 +44:52:35.89  182.0 Turin (before 1913)
476 +352:51:34.42 +44:56:59.15  422.4 Grange Observatory, Bussoleno <http://grangeobs.net/>
478 +356:54:37.44 +43:23:47.64   79.3 Lamalou-les-Bains
479 +353:56:58.20 +43:00:05.66    4.0 Sollies-Pont
483 +186:11:47.04 -41:33:28.73 1313.3 Carter Observatory, Black Birch Station
485 +185:14:04.56 -41:05:36.66   73.5 Carter Observatory, Wellington
486 +184:31:48.00 -40:02:52.15 4579.6 Palmerston North
487 +04:33:20.16 +55:15:33.62   42.8 Macnairston Observatory
488 +01:38:00.96 +54:49:13.17   49.4 Newcastle-upon-Tyne
490 +02:00:00.00 +50:39:00.08 2125.4 Wimborne Minster
491 +03:06:00.00 +40:20:06.35  866.0 Centro Astronómico de Yebes
492 +01:31:48.00 +52:43:43.09 7278.6 Mickleover
493 +02:32:44.88 +37:02:18.17 2106.7 Calar Alto <http://www.caha.es/>
494 +02:09:50.04 +52:13:36.07    1.7 Stakenbridge <http://www.britastro.org/>
495 +02:20:24.00 +53:13:18.79 6032.2 Altrincham
504 +355:36:20.16 +46:37:49.65  377.8 Le Creusot <http://station504.pagesperso-orange.fr/>
505 +355:26:09.96 +51:22:43.49   38.8 Simon Stevin
509 +354:07:48.00 +42:53:27.28 4195.0 La Seyne sur Mer
510 +351:58:27.84 +50:43:18.56  317.3 Siegen <http://www.uni-siegen.de/fb7/didaktik/sternwarte/>
511 +354:17:03.48 +43:44:22.65  562.3 Haute Provence <http://www.obs-hp.fr/>
513 +355:12:52.20 +45:30:08.68  194.6 Lyons
514 +351:33:43.20 +49:15:57.89   45.3 Mundenheim (1907-1913)
515 +352:30:15.84 +49:37:30.35  293.5 Volkssternwarte Dhaun, near Kirn
517 +353:51:51.12 +46:07:06.65  400.7 Geneva (from 1967) <http://www.unige.ch/sciences/astro/>
521 +349:06:43.42 +49:41:41.33  217.6 Remeis Observatory, Bamberg <http://a400.sternwarte.uni-erlangen.de/>
522 +352:13:56.28 +48:23:34.16   97.9 Strasbourg
523 +351:20:55.68 +49:55:37.82   86.3 Frankfurt
525 +351:13:45.12 +50:37:38.58   56.0 Marburg <http://www.physik.uni-marburg.de/en/research/lehrerbildung-didaktik/astronomie/sternwarte.html>
526 +349:51:08.28 +54:09:30.48   10.3 Kiel
527 +350:03:24.84 +53:21:39.33  130.0 Altona
528 +350:03:26.64 +51:20:32.44   73.9 Göttingen <http://www.uni-sw.gwdg.de/geninf/hainberg/>
532 +348:23:29.76 +47:57:17.16  443.2 Munich <http://www.lrz-muenchen.de/~t7121bl/astro/vsw_e.html>
534 +347:36:31.32 +51:08:49.42   78.6 Leipzig (since 1861)
535 +346:38:31.92 +37:55:31.08    9.1 Palermo <http://www.astropa.unipa.it/>
536 +346:53:37.68 +52:13:13.77   48.6 Berlin-Babelsberg <http://www.aip.de/>
537 +346:38:08.88 +52:20:24.14   60.7 Urania Observatory, Berlin
539 +345:52:06.24 +47:51:54.00  309.3 Kremsmünster <http://members.nextra.at/stewar/>
540 +345:43:28.92 +48:15:05.03  714.4 Linz <http://web.utanet.at/raab/pomod/>
541 +345:36:16.92 +49:53:13.64  232.7 Prague
545 +343:37:05.88 +48:01:06.00  112.8 Vienna (before 1879)
546 +343:38:42.36 +48:01:26.43  148.2 Oppolzer Observatory, Vienna
547 +342:57:49.32 +50:55:38.60   47.6 Breslau
551 +341:48:37.80 +47:40:57.51   27.3 Hurbanovo, formerly O'Gyalla
552 +348:39:29.52 +44:16:32.34  226.3 Osservatorio S. Vittore, Bologna
554 +351:36:00.00 +50:19:09.26 7534.3 Burgsolms Observatory, Wetzlar <http://www.sternwarte-burgsolms.de/>
555 +340:10:25.32 +49:51:52.93  238.3 Cracow-Fort Skała
557 +345:12:58.68 +49:43:15.97  476.9 Ondřejov <http://www.asu.cas.cz/~ppravec/>
558 +338:58:10.92 +52:01:52.88   80.4 Warsaw <http://www.astrouw.edu.pl/>
561 +340:06:20.52 +47:43:35.69  861.3 Piszkéstető Stn. (Konkoly) <http://www.konkoly.hu/>
562 +344:04:35.04 +47:53:32.64  833.8 Figl Observatory, Vienna
563 +346:23:60.00 +47:45:39.82   64.4 Seewalchen <http://www.astronomie.at/bressler/1998ch5.htm>
564 +348:48:36.00 +47:50:17.23 9542.9 Herrsching
566 +156:15:27.36 +20:34:53.25 3009.3 Haleakala-NEAT/GEODSS <http://neat.jpl.nasa.gov/>
568 +155:28:19.92 +19:42:13.40 4183.5 Mauna Kea <http://www.ifa.hawaii.edu/>
571 +349:22:12.00 +45:09:44.32  750.4 Cavriana
574 +349:43:48.00 +45:09:44.32  750.4 Gottolengo
575 +353:11:31.20 +46:53:50.95  940.0 La Chaux de Fonds <http://obswww.unige.ch/~behrend/page_omg.html>
576 +359:37:12.00 +50:48:41.46 3986.0 Burwash
577 +352:30:00.00 +47:16:16.19 6517.7 Metzerlen Observatory
578 +332:00:36.00 -26:03:08.46 1306.0 Linden Observatory
579 +351:08:60.00 +44:35:39.23  672.5 Novi Ligure
580 +344:30:23.04 +46:52:31.07  444.4 Graz <http://www.uni-graz.at/igamwww/>
581 +337:11:60.00 -33:49:02.35  319.1 Sedgefield
585 +329:30:07.92 +50:10:28.50  116.7 Kyiv comet station
586 +359:51:27.72 +42:44:41.14 2819.2 Pic du Midi <http://www.bdl.fr/s2p/imagespic.html>
587 +350:46:11.10 +45:41:29.65 1057.0 Sormano <http://www.brera.mi.astro.it/sormano/>
588 +348:45:00.00 +44:16:10.70  909.1 Eremo di Tizzano
589 +347:21:22.72 +42:19:40.04  320.7 Santa Lucia Stroncone <http://www.mpc589.com/>
590 +352:32:24.00 +47:16:16.19 6517.7 Metzerlen
592 +352:58:43.90 +50:59:10.45   80.2 Solingen <http://www.sternwarte-solingen.de/>
594 +346:47:48.12 +41:45:58.37 1756.8 Monte Autore
596 +347:22:54.12 +41:47:33.20   20.8 Colleverde di Guidonia
597 +350:20:12.84 +51:59:02.11   51.6 Springe
598 +348:39:57.28 +44:04:00.79  673.6 Loiano <http://www.bo.astro.it/loiano/index.htm>
599 +346:26:32.50 +42:15:09.35 2070.1 Campo Imperatore--CINEOS <http://www.mporzio.astro.it/>
600 +348:31:45.12 +44:09:59.35  215.3 TLC Observatory, Bologna
601 +346:16:18.84 +50:50:59.39   37.3 Engelhardt Observatory, Dresden
602 +343:36:52.56 +48:01:14.76  128.0 Urania Observatory, Vienna <http://www.urania-sternwarte.at/>
603 +349:52:12.00 +54:01:11.37    9.4 Bothkamp
607 +352:00:00.00 +51:01:51.20  700.3 Hagen Observatory, Ronkhausen
608 +156:15:28.80 +20:34:53.25 3009.3 Haleakala-AMOS <http://neat.jpl.nasa.gov/>
609 +347:08:48.12 +42:22:45.12 1208.9 Osservatorio Polino
610 +348:39:24.84 +44:11:57.64  130.3 Pianoro <http://web.tiscali.it/pianoro_observatory/>
611 +351:20:48.84 +49:27:28.06  157.8 Starkenburg Sternwarte, Heppenheim <http://www.starkenburg-sternwarte.de/index.html>
613 +352:55:44.76 +51:13:18.61   53.4 Heisingen
615 +353:05:35.88 +44:30:19.92 2836.7 St. Véran <http://www.bdl.fr/s2p/stveran/index_eng.html>
616 +343:24:59.47 +49:00:50.38  280.5 Brno
619 +357:54:35.53 +41:21:32.74  140.9 Sabadell <http://www.astrosabadell.org/#>
620 +357:02:53.88 +39:27:18.11  137.3 Observatorio Astronómico de Mallorca <http://www.oam.es/>
621 +352:30:53.89 +50:53:53.41  299.2 Bergisch Gladbach
622 +352:25:55.20 +46:27:10.91  367.4 Oberwichtrach
623 +354:25:59.88 +50:25:46.19   75.7 Liège
624 +350:22:59.88 +49:34:23.20   81.2 Dertingen
625 +156:25:54.12 +20:37:08.06   87.9 Kihei-AMOS Remote Maui Experimental Site
626 +355:00:48.96 +50:58:08.68    1.3 Geel
627 +354:47:07.44 +43:50:59.77  165.0 Blauvac
629 +339:50:56.04 +46:03:29.14   25.1 Szeged Observatory <http://www.jate.u-szeged.hu/jate/central/obs/index_en.html>
630 +352:45:47.88 +47:48:05.62  388.4 Osenbach
632 +348:49:33.96 +43:32:10.29   76.7 San Polo A Mosciano <http://www.astrofilifiorentini.it>
634 +354:51:15.84 +45:20:05.24  401.8 Crolles
636 +353:01:14.16 +51:12:24.38    1.8 Essen <http://www.walter-hohmann-sternwarte.de/>
638 +351:06:24.12 +51:45:11.49   60.1 Detmold <http://ourworld.compuserve.com/homepages/UdoBorcheld/homepage.htm>
639 +346:16:36.12 +50:54:22.11   67.3 Dresden
640 +346:24:01.44 +49:53:50.91   18.1 Senftenberger Sternwarte
641 +339:58:22.08 -34:21:21.52   70.6 Overberg
643 +116:43:14.16 +33:18:24.42 1279.3 OCA-Anza Observatory
644 +116:51:35.21 +33:10:51.13 1626.7 Palomar Mountain/NEAT <http://neat.jpl.nasa.gov/>
645 +105:49:14.09 +32:36:20.29 2732.0 Apache Point-Sloan Digital Sky Survey <http://www.sdss.org/>
646 +117:33:47.16 +33:49:08.65  373.2 Santana Observatory, Rancho Cucamonga
647 +114:01:54.12 +50:35:23.40  992.0 Stone Finder Observatory, Calgary
648 +110:36:06.41 +31:29:38.22 1459.7 Winer Observatory, Sonoita <http://www.winer.org/>
649 +94:41:58.92 +38:27:31.86  206.1 Powell Observatory, Louisburg <http://www.askc.org/powell.htm>
650 +117:05:49.92 +33:17:25.80  313.1 Temecula
651 +110:34:51.02 +31:29:55.50 1444.4 Grasslands Observatory, Tucson <http://www.3towers.com/>
652 +114:04:00.12 +50:55:43.30  834.0 Rock Finder Observatory, Calgary
653 +122:07:55.92 +46:59:28.07  154.9 Torus Observatory, Buckley <http://www.torusoptics.com/torus.htm>
654 +117:40:53.72 +34:12:09.88 2225.2 Table Mountain Observatory, Wrightwood-PHMC <http://www.astronomy.pomona.edu/tmo/>
656 +123:36:28.44 +48:09:44.09  126.3 Victoria
658 +123:25:01.20 +48:19:44.18  163.4 National Research Council of Canada <http://www.hia-iha.nrc-cnrc.gc.ca/dao/index_e.html>
660 +122:15:43.56 +37:41:13.42   38.9 Leuschner Observatory, Berkeley <http://www.ugastro.berkeley.edu/leuschner/old_site/index.html>
661 +114:17:17.88 +50:40:47.20 1240.6 Rothney Astrophysical Observatory, Priddis <http://www.ucalgary.ca/rao>
662 +121:38:43.80 +37:09:17.00 1217.4 Lick Observatory, Mount Hamilton <http://www.ucolick.org/>
663 +111:41:11.04 +33:19:10.61  389.8 Red Mountain Observatory
664 +120:43:21.00 +46:45:26.41 1157.9 Manastash Ridge Observatory <http://www.astro.washington.edu/laws/MRO/home.page/mro.html>
665 +119:00:34.92 +34:37:49.89 1567.1 Wallis Observatory
666 +118:49:50.88 +34:07:21.88  236.5 Moorpark College Observatory
667 +119:59:26.84 +46:42:38.30  121.6 Wanapum Dam
669 +119:10:48.00 +34:16:41.76 4336.4 Ojai
671 +117:59:52.08 +34:07:20.38 1669.0 Stony Ridge <http://stony-ridge.org/>
672 +118:03:23.04 +34:02:45.56 1672.6 Mount Wilson <http://www.mtwilson.edu/>
673 +117:40:55.81 +34:12:08.68 2223.0 Table Mountain Observatory, Wrightwood <http:/tmoa.jpl.nasa.gov/>
674 +117:39:50.22 +34:12:11.21 2199.1 Ford Observatory, Wrightwood
675 +116:51:45.14 +33:10:39.57 1635.9 Palomar Mountain
676 +117:36:33.48 +33:14:29.36    0.6 San Clemente
677 +117:10:18.84 +34:05:40.76 1654.6 Lake Arrowhead
678 +111:44:25.08 +33:27:31.11  621.4 Fountain Hills
679 +115:27:47.88 +30:52:25.35 2769.0 San Pedro Martir
680 +115:13:12.00 +33:37:35.50 9086.6 Los Angeles
681 +114:06:51.12 +50:53:52.34 1057.4 Calgary
682 +112:21:42.84 +36:51:43.55 1582.5 Kanab
683 +111:04:54.48 +31:58:56.45  689.4 Goodricke-Pigott Observatory, Tucson <http://gpobs.home.mindspring.com/gpobs.htm>
684 +112:29:24.00 +34:19:59.59 1732.1 Prescott
686 +110:47:26.88 +32:16:02.66 2696.7 U. of Minn. Infrared Obs., Mt. Lemmon <http://olympus.as.arizona.edu/~mccarthy/astro_camp/lemmon.html>
687 +111:39:09.72 +35:00:12.54 2035.5 Northern Arizona University, Flagstaff
688 +111:32:07.80 +34:54:54.61 2140.9 Lowell Observatory, Anderson Mesa Station <http://www.lowell.edu/>
689 +111:44:23.64 +35:00:10.67 2228.6 U.S. Naval Observatory, Flagstaff <http://www.nofs.navy.mil/>
690 +111:39:47.88 +35:01:15.44 2157.3 Lowell Observatory, Flagstaff <http://www.lowell.edu/>
691 +111:35:56.40 +31:47:07.64 2022.3 Steward Observatory, Kitt Peak-Spacewatch <http://spacewatch.lpl.arizona.edu/>
692 +110:56:55.32 +32:03:34.79  677.0 Steward Observatory, Tucson <http://www.as.arizona.edu/steward>
693 +110:43:57.18 +32:14:34.81 2461.0 Catalina Station, Tucson <http://james.as.arizona.edu/~psmith/61inch/>
694 +111:00:20.52 +32:02:24.54  891.9 Tumamoc Hill, Tucson
695 +111:35:40.81 +31:47:09.17 2006.7 Kitt Peak <http://www.noao.edu/kpno/>
696 +110:53:04.56 +31:31:02.13 2570.6 Whipple Observatory, Mt. Hopkins <http://www.sao.arizona.edu/FLWO/whipple.html>
697 +111:36:56.88 +31:46:39.39 1854.1 Kitt Peak, McGraw-Hill
698 +110:43:57.50 +32:14:35.10 2459.0 Mt. Bigelow <http://olympus.as.arizona.edu/~mccarthy/astro_camp/bigelow.html>
699 +111:32:12.08 +34:54:54.61 2140.9 Lowell Observatory-LONEOS <http://asteroid.lowell.edu/asteroid/loneos/loneos.html>
700 +109:37:05.88 +36:10:01.27 1559.3 Chinle
701 +110:12:10.22 +31:18:16.13 1294.9 Junk Bond Observatory, Sierra Vista <http://c3po.cochise.edu/astro/Junk%20Bond%20Observatory01.htm>
702 +107:11:17.88 +33:48:22.07 3319.8 Joint Obs. for cometary research, Socorro
703 +110:43:57.50 +32:14:35.38 2457.1 Catalina Sky Survey <http://www.lpl.arizona.edu/css/>
704 +106:39:32.65 +33:38:26.07 1467.4 Lincoln Laboratory ETS, New Mexico <http://www.ll.mit.edu/mission/space/linear/>
705 +105:49:14.09 +32:36:20.29 2732.0 Apache Point <http://www.apo.nmsu.edu/>
706 +106:03:48.24 +38:23:40.49 1596.5 Salida
707 +105:26:24.00 +39:16:38.32 7778.1 Chamberlin field station
708 +104:57:09.00 +39:29:12.61 1573.7 Chamberlin Observatory, Denver <http://www.du.edu/~rstencel/Chamberlin/>
709 +105:46:16.25 +32:46:49.19 2419.2 W & B Observatory, Cloudcroft
710 +105:15:59.04 +38:41:34.61 2534.1 MPO Observatory, Florissant
711 +104:01:17.40 +30:30:10.63 2047.8 McDonald Observatory, Fort Davis <http://www.as.utexas.edu/mcdonald/mcdonald.html>
712 +104:52:52.79 +38:49:08.94 2110.5 USAF Academy Observatory, Colorado Springs
713 +105:00:37.08 +39:41:25.76 1587.0 Thornton
714 +113:10:57.72 +34:23:40.27 1161.3 Bagdad
715 +106:43:26.76 +32:12:39.37 1279.6 Jornada Observatory, Las Cruces <http://www.cybermesa.com/~ddixon/>
716 +104:45:03.96 +38:53:47.53 2233.2 Palmer Divide Observatory, Colorado Springs <http://www.minorplanetobserver.com/>
717 +103:57:06.84 +30:26:33.50 1484.1 Prude Ranch
718 +112:17:44.88 +40:27:04.83 1270.0 Tooele
719 +106:54:50.11 +33:53:39.62 1361.0 Etscorn Observatory <http://infohost.nmt.edu/~astro/eco.html>
720 +100:22:26.04 +25:29:36.11  577.1 Universidad de Monterrey
721 +100:16:07.68 +40:12:34.72  706.3 Lime Creek
723 +96:40:12.00 +34:41:40.86  242.1 Cottonwood Observatory, Ada
724 +99:11:40.92 +19:17:05.09 2254.9 National Observatory, Tacubaya
725 +98:39:16.92 +29:36:02.85  357.0 Fair Oaks Ranch
726 +94:18:24.12 +46:15:23.70  138.8 Brainerd
727 +97:27:40.61 +35:25:50.79  293.4 Zeno Observatory, Edmond
729 +97:07:17.11 +49:27:18.82  157.2 Glenlea Astronomical Observatory, Winnipeg <http://www.umanitoba.ca/faculties/science/astronomy/gao/glenlea.html>
730 +97:09:30.85 +47:43:12.29  196.9 University of North Dakota, Grand Forks
731 +87:19:44.04 +39:17:32.62   91.6 Rose-Hulman Observatory, Terre Haute <http://www.rose-hulman.edu/observatory/history/index.htm>
732 +96:46:12.00 +17:04:24.12 1698.5 Oaxaca <http://www.jamesroe.com/index.htm>
733 +96:38:43.44 +32:58:59.99  149.1 Allen, Texas
734 +96:00:05.04 +38:42:07.87  336.8 Farpoint Observatory, Eskridge <http://www.nekaal.org/farpoint.html>
736 +96:39:51.48 +29:27:11.78   32.2 Houston
737 +84:20:12.12 +33:59:55.21  104.4 New Bullpen Observatory, Alpharetta
738 +92:19:36.12 +38:45:23.66   55.1 Observatory of the State University of Missouri <http://newton.umsl.edu/astro/>
739 +94:45:21.60 +38:40:51.11  228.1 Sunflower Observatory, Olathe <http://btboar.tripod.com/>
740 +94:39:42.12 +31:35:07.21  133.0 SFA Observatory, Nacogdoches <http://www.physics.sfasu.edu/astro/asteroids/asteroids.html>
741 +93:08:58.92 +44:16:08.96  233.1 Goodsell Observatory, Northfield <http://www.carleton.edu/departments/PHAS/astro/index.html>
742 +93:41:16.22 +41:24:16.33  213.4 Drake University, Des Moines <http://www.drake.edu/artsci/physics/observatory.html>
743 +92:14:18.67 +44:47:25.75  299.4 University of Minnesota, Minneapolis
744 +86:09:43.92 +39:39:28.51  146.1 Doyan Rose Observatory, Indianapolis
745 +92:49:31.08 +39:02:27.44  180.9 Morrison Obervatory, Glasgow
746 +84:46:28.56 +43:23:43.38  217.9 Brooks Observatory, Mt. Pleasant
748 +91:31:55.20 +41:18:16.43  174.9 Van Allen Observatory, Iowa City
749 +83:50:08.88 +34:01:35.97  290.8 Oakwood
750 +91:16:18.48 +44:37:24.30  210.2 Hobbs Observatory, Fall Creek <http://beavercreekreserve.org/observatory/>
751 +90:45:21.96 +38:36:43.71   55.5 Lake Saint Louis
752 +84:32:07.08 +34:33:08.70  430.2 Puckett Observatory, Mountain Town <http://www.cometwatch.com/>
753 +89:24:33.52 +42:53:03.39  216.6 Washburn Observatory, Madison <http://www.astro.wisc.edu/Washburn/>
754 +88:33:24.48 +42:22:42.26  264.5 Yerkes Observatory, Williams Bay <http://astro.uchicago.edu/yerkes/>
755 +85:21:07.92 +42:43:23.20  153.1 Optec Observatory
756 +87:40:27.48 +41:51:58.06   91.9 Dearborn Observatory, Evanston <http://www.astro.northwestern.edu/observatory.php>
757 +79:59:42.00 +35:51:20.65  258.2 High Point
759 +86:48:19.08 +35:52:11.06  286.8 Nashville
760 +86:23:42.72 +39:21:38.06  224.7 Goethe Link Observatory, Brooklyn <http://www.astro.indiana.edu/>
762 +85:47:57.12 +44:45:51.21  134.1 Four Winds Observatory, Lake Leelanau
763 +79:32:03.12 +43:43:21.06  237.1 King City
764 +84:51:21.96 +33:32:41.43  265.6 Puckett Observatory, Stone Mountain
765 +84:25:21.00 +38:57:01.65  208.5 Cincinnati <http://homepages.uc.edu/physics/research/astro.html>
766 +84:28:59.88 +42:30:53.34  180.7 Michigan State University Obs., East Lansing <http://www.pa.msu.edu/astro/observ/>
767 +83:43:49.08 +42:05:19.70  222.4 Ann Arbor
768 +87:40:30.00 +41:52:04.66  104.0 Dearborn Observatory
769 +83:00:38.88 +39:48:29.58  155.6 McMillin Observatory, Columbus <http://www.phy.ilstu.edu/~wenning/McMillin/McMillin.html>
770 +85:55:17.04 +39:02:12.62  136.5 Crescent Moon Observatory, Columbus
771 +82:25:48.00 +22:52:31.13 7687.5 Boyeros Observatory, Havana
772 +75:54:48.60 +45:03:42.06   59.6 Boltwood Observatory, Stittsville
773 +81:34:05.52 +41:20:45.67  165.4 Warner and Swasey Observatory, Cleveland
774 +81:04:30.00 +41:24:02.11  343.4 Warner and Swasey Nassau Station, Chardon <http://astrwww.astr.cwru.edu/>
775 +75:22:59.52 +40:24:58.59   30.2 Sayre Observatory, South Bethlehem
776 +75:31:59.16 +42:37:28.24  336.0 Foggy Bottom, Hamilton
777 +79:23:53.88 +43:28:28.17   52.2 Toronto
778 +80:01:19.92 +40:17:33.92  286.0 Allegheny Observatory, Pittsburgh <http://www.pitt.edu/~aobsvtry>
779 +79:25:19.56 +43:40:13.99  168.7 David Dunlap Observatory, Richmond Hill <http://www.astro.utoronto.ca/DDO/>
780 +78:31:19.92 +37:50:49.23  158.2 Leander McCormick Observatory, Charlottesville <http://www.astro.virginia.edu/>
781 +78:29:33.00 -00:13:54.99 2922.8 Quito
783 +77:58:48.00 +38:27:46.61 8145.0 Rixeyville
784 +77:47:07.44 +42:03:33.44  514.7 Stull Observatory, Alfred University <http://las.alfred.edu/physics/>
786 +77:03:55.80 +38:43:56.90   22.4 U.S. Naval Obs., Washington (since 1893) <http://www.usno.navy.mil/>
788 +75:37:59.88 +39:35:42.40   55.1 Mount Cuba Observatory, Wilmington
789 +75:24:21.60 +42:51:46.10  238.5 Litchfield Observatory, Clinton
790 +75:42:59.40 +45:12:06.10   12.3 Dominion Observatory, Ottawa
791 +75:28:35.04 +39:48:35.13   50.0 Flower and Cook Observatory, Philadelphia <http://observatory.astro.upenn.edu/>
792 +71:41:60.00 +41:06:18.08 4917.9 University of Rhode Island, Quonochontaug
795 +73:59:15.72 +40:32:27.35  247.0 Rutherford
796 +73:33:00.00 +40:53:59.76 1915.2 Stamford <http://www.stamfordmuseum.org/planet-ed.html>
798 +72:59:04.56 +41:14:09.07  150.3 Yale Observatory, Bethany
800 +71:32:56.04 -16:16:14.85 2408.3 Harvard Observatory, Arequipa
801 +71:33:27.61 +42:18:49.42  108.7 Oak Ridge Observatory
804 +70:41:16.44 -33:23:08.27  510.6 Santiago-San Bernardo
805 +71:01:12.00 -32:48:21.91 2149.6 Santiago-Cerro El Roble
806 +70:32:55.32 -33:13:12.83  808.4 Santiago-Cerro Calán
807 +70:48:21.24 -30:00:08.15 2325.7 Cerro Tololo Observatory, La Serena <http://www.ctio.noao.edu/>
808 +69:19:45.12 -31:37:47.86 2303.9 El Leoncito <http://en.wikipedia.org/wiki/Felix_Aguilar_Observatory>
809 +70:44:01.46 -29:05:42.25 2293.6 European Southern Observatory, La Silla <http://www.eso.org/public/>
810 +71:29:04.56 +42:25:06.66   31.7 Wallace Observatory, Westford <http://web.mit.edu/wallace/>
812 +71:32:44.52 -32:46:57.26   77.1 Viña del Mar
813 +70:41:30.12 -33:16:06.24  447.0 Santiago-Quinta Normal (1862-1920)
814 +71:34:50.99 +41:39:35.95   51.1 North Scituate
815 +70:39:07.56 -33:15:49.09  555.5 Santiago-Santa Lucia (1849-1861)
816 +74:14:30.12 +44:08:47.88  465.9 Rand Observatory
818 +73:34:59.88 +45:09:29.75  296.6 Gemeaux Observatory, Laval
819 +75:36:54.00 +45:42:09.04   97.1 Val-des-Bois
820 +64:37:27.08 -21:27:53.67 1808.9 Tarija
821 +64:32:58.52 -31:25:36.73 1156.3 Córdoba-Bosque Alegre
822 +64:11:55.07 -31:14:56.80  371.1 Córdoba
823 +71:49:51.24 +42:25:05.53  258.9 Fitchburg
824 +74:14:49.92 +44:08:59.57  461.7 Lake Clear
825 +71:44:25.80 +42:08:47.14  101.9 Granville <http://www.denison.edu/physics/>
826 +71:46:18.48 +46:01:38.06   41.4 Plessissville
827 +72:27:38.52 +48:27:37.34   30.2 Saint-Félicien
829 +69:18:07.56 -31:37:38.26 2419.9 Complejo Astronomico El Leoncito
832 +76:48:54.00 +39:58:30.93  277.4 Etters
838 +84:08:13.92 +39:33:14.59  156.5 Dayton
840 +83:43:00.12 +42:49:21.31  166.3 Flint
841 +80:33:27.61 +37:08:50.74  912.3 Martin Observatory, Blacksburg <http://www.phys.vt.edu/~jhs/phys3154/14inch.shtml>
842 +77:13:55.92 +39:38:31.12   79.8 Gettysburg College Observatory
843 +86:56:06.72 +34:20:37.40  139.1 Emerald Lane Observatory, Decatur <http://bsasnashville.com/members/LorenBall/>
844 +56:11:24.65 -34:34:31.61   26.1 Observatorio Astronomico Los Molinos <http://www.oalm.gub.uy/>
845 +76:29:39.12 +42:13:32.56  285.2 Ford Observatory, Ithaca
846 +90:20:41.96 +38:39:43.76  125.2 Principia Astronomical Observatory, Elsah
847 +84:01:30.00 +44:50:59.47  179.1 Lunar Cafe Observator, Flint
848 +122:58:41.16 +43:30:36.83  141.4 Tenagra Observatory, Cottage Grove <http://www.tenagraobservatories.com/>
849 +94:49:50.16 +38:42:57.54  263.4 Everstar Observatory, Olathe <http://www.everstar.com/>
850 +85:55:11.28 +35:01:22.91  606.2 Cordell-Lorenz Observatory, Sewanee <http://www.sewanee.edu/physics/OBSERVATORY/observatory.html>
851 +63:34:51.96 +44:26:18.09   39.0 Burke-Gaffney Observatory, Halifax
852 +90:35:42.00 +38:36:05.66   92.6 River Moss Observatory, St. Peters
853 +110:50:53.88 +32:24:07.57 1131.1 Biosphere 2 Observatory
854 +110:49:12.18 +32:07:34.68  777.6 Sabino Canyon Observatory, Tucson <http://www.3towers.com/sabino.htm>
855 +93:27:42.12 +44:43:41.20  183.5 Wayside Observatory, Minnetonka
856 +117:26:45.60 +33:49:02.35  319.1 Riverside
857 +110:36:02.88 +31:29:34.32 1497.7 Iowa Robotic Observatory, Sonoita
858 +106:13:12.00 +34:54:47.17 2135.2 Tebbutt Observatory, Edgewood
859 +43:41:25.08 -19:42:05.56 1454.1 Wykrota Observatory-CEAMIG <http://www.ceamig.org.br/2_obse/wykro.htm>
860 +46:57:55.08 -22:51:54.66  840.5 Valinhos
861 +47:04:46.56 -22:38:43.42  552.8 Barão Geraldo
862 +221:28:25.68 +35:57:28.06  715.9 Saku
864 +229:14:48.12 +32:30:04.13    6.2 Kumamoto
865 +74:07:14.88 +41:31:05.78   29.4 Emmy Observatory, New Paltz
866 +76:29:24.00 +38:47:35.91   76.7 U.S. Naval Academy, Michelson
867 +225:52:40.08 +35:09:27.21  328.9 Saji Observatory
870 +46:49:48.00 -21:01:30.64 6676.3 Campiñas
872 +225:45:32.04 +33:54:42.54   29.8 Tokushima <http://www.monterosa.pages.jp/>
874 +45:34:57.54 -22:23:58.61 1775.1 Itajuba
875 +220:45:52.92 +35:54:56.98   75.4 Yorii
877 +220:55:01.92 +35:37:52.16  593.5 Okutama
879 +222:38:47.40 +34:51:37.64  366.7 Tokai
881 +222:44:34.44 +34:57:15.27   54.9 Toyota
882 +222:38:39.12 +34:59:17.06  363.2 JCPM Oi Station
884 +221:55:14.88 +34:57:34.56  317.6 Kawane
886 +221:03:47.88 +34:59:22.48   13.6 Mishima
887 +220:39:47.88 +36:03:42.74   17.7 Ojima
888 +221:00:17.28 +34:56:37.89  255.9 Gekko
889 +219:51:26.28 +36:28:15.16   66.6 Karasuyama
890 +219:45:00.00 +35:44:10.98   82.1 JCPM Tone Station
